Modenumber, Lambda (um), beta  (per um), alpha/2  (per um), k0  (per um); Thickness=0.5; um
3,0.4630,5.723328225506E+01,9.308410111938E-01,1.357059461594E+01
3,0.4640,5.695998362516E+01,9.162482056890E-01,1.354134764478E+01
3,0.4650,5.668771631517E+01,9.017181649391E-01,1.351222646705E+01
3,0.4660,5.641647284167E+01,8.872504848791E-01,1.348323027292E+01
3,0.4670,5.614624577711E+01,8.728447649050E-01,1.345435825949E+01
3,0.4680,5.587702775093E+01,8.585006078367E-01,1.342560963073E+01
3,0.4690,5.560881144756E+01,8.442176198818E-01,1.339698359740E+01
3,0.4700,5.534158960585E+01,8.299954105990E-01,1.336847937698E+01
3,0.4710,5.509256044871E+01,8.187857561508E-01,1.334009619359E+01
3,0.4720,5.484445696309E+01,8.076236002383E-01,1.331183327792E+01
3,0.4730,5.459727260532E+01,7.965086416024E-01,1.328368986719E+01
3,0.4740,5.435100088289E+01,7.854405815261E-01,1.325566520502E+01
3,0.4750,5.410563535123E+01,7.744191238081E-01,1.322775854143E+01
3,0.4760,5.386116961542E+01,7.634439747359E-01,1.319996913273E+01
3,0.4770,5.361759732802E+01,7.525148430602E-01,1.317229624147E+01
3,0.4780,5.337491219105E+01,7.416314399690E-01,1.314473913636E+01
3,0.4790,5.313310795073E+01,7.307934790619E-01,1.311729709223E+01
3,0.4800,5.289217840294E+01,7.200006763252E-01,1.308996938996E+01
3,0.4810,5.266482066832E+01,7.108320372249E-01,1.306275531638E+01
3,0.4820,5.243828636868E+01,7.017014422703E-01,1.303565416427E+01
3,0.4830,5.221256982272E+01,6.926086551623E-01,1.300866523226E+01
3,0.4840,5.198766539068E+01,6.835534415547E-01,1.298178782475E+01
3,0.4850,5.176356747638E+01,6.745355690342E-01,1.295502125192E+01
3,0.4860,5.154027052466E+01,6.655548071001E-01,1.292836482959E+01
3,0.4870,5.131776902186E+01,6.566109271453E-01,1.290181787922E+01
3,0.4880,5.109605749597E+01,6.477037024362E-01,1.287537972783E+01
3,0.4890,5.087513051499E+01,6.388329080940E-01,1.284904970793E+01
3,0.4900,5.065498268609E+01,6.299983210756E-01,1.282282715751E+01
3,0.4910,5.045368107041E+01,6.223603818808E-01,1.279671141992E+01
3,0.4920,5.025309386122E+01,6.147534912194E-01,1.277070184386E+01
3,0.4930,5.005321629737E+01,6.071774601550E-01,1.274479778333E+01
3,0.4940,4.985404365596E+01,5.996321012811E-01,1.271899859753E+01
3,0.4950,4.965557124869E+01,5.921172287057E-01,1.269330365087E+01
3,0.4960,4.945779442150E+01,5.846326580358E-01,1.266771231286E+01
3,0.4970,4.926070855646E+01,5.771782063626E-01,1.264222395811E+01
3,0.4980,4.906430906939E+01,5.697536922463E-01,1.261683796622E+01
3,0.4990,4.886859141018E+01,5.623589357017E-01,1.259155372180E+01
3,0.5000,4.867355106264E+01,5.549937581832E-01,1.256637061436E+01
3,0.5010,4.848329233154E+01,5.478686762100E-01,1.254128803828E+01
3,0.5020,4.829369001514E+01,5.407719810176E-01,1.251630539279E+01
3,0.5030,4.810473980602E+01,5.337035033011E-01,1.249142208187E+01
3,0.5040,4.791643742821E+01,5.266630750993E-01,1.246663751425E+01
3,0.5050,4.772877863745E+01,5.196505297815E-01,1.244195110333E+01
3,0.5060,4.754175922037E+01,5.126657020341E-01,1.241736226715E+01
3,0.5070,4.735537499543E+01,5.057084278479E-01,1.239287042836E+01
3,0.5080,4.716962180927E+01,4.987785445049E-01,1.236847501413E+01
3,0.5090,4.698449554085E+01,4.918758905661E-01,1.234417545615E+01
3,0.5100,4.679999209746E+01,4.850003058583E-01,1.231997119055E+01
3,0.5110,4.662285791422E+01,4.804214475246E-01,1.229586165789E+01
3,0.5120,4.644631950175E+01,4.758604753562E-01,1.227184630309E+01
3,0.5130,4.627037302788E+01,4.713172847558E-01,1.224792457540E+01
3,0.5140,4.609501469045E+01,4.667917719397E-01,1.222409592836E+01
3,0.5150,4.592024071309E+01,4.622838339308E-01,1.220035981977E+01
3,0.5160,4.574604734741E+01,4.577933685497E-01,1.217671571159E+01
3,0.5170,4.557243087130E+01,4.533202744081E-01,1.215316306998E+01
3,0.5180,4.539938758977E+01,4.488644509002E-01,1.212970136521E+01
3,0.5190,4.522691383416E+01,4.444257981958E-01,1.210633007164E+01
3,0.5200,4.505500596087E+01,4.400042172326E-01,1.208304866765E+01
3,0.5210,4.489164924714E+01,4.351714847982E-01,1.205985663566E+01
3,0.5220,4.472882943301E+01,4.303572685800E-01,1.203675346203E+01
3,0.5230,4.456654314808E+01,4.255614623665E-01,1.201373863705E+01
3,0.5240,4.440478704538E+01,4.207839607569E-01,1.199081165492E+01
3,0.5250,4.424355780279E+01,4.160246591534E-01,1.196797201368E+01
3,0.5260,4.408285212048E+01,4.112834537537E-01,1.194521921517E+01
3,0.5270,4.392266672260E+01,4.065602415434E-01,1.192255276505E+01
3,0.5280,4.376299835626E+01,4.018549202884E-01,1.189997217269E+01
3,0.5290,4.360384379235E+01,3.971673885278E-01,1.187747695119E+01
3,0.5300,4.344519982279E+01,3.924975455662E-01,1.185506661732E+01
3,0.5310,4.329100409905E+01,3.884298288572E-01,1.183274069149E+01
3,0.5320,4.313730220608E+01,3.843774043163E-01,1.181049869771E+01
3,0.5330,4.298409109571E+01,3.803401858712E-01,1.178834016356E+01
3,0.5340,4.283136774000E+01,3.763180880945E-01,1.176626462019E+01
3,0.5350,4.267912913369E+01,3.723110261973E-01,1.174427160220E+01
3,0.5360,4.252737229031E+01,3.683189160236E-01,1.172236064772E+01
3,0.5370,4.237609424675E+01,3.643416740442E-01,1.170053129829E+01
3,0.5380,4.222529205835E+01,3.603792173510E-01,1.167878309885E+01
3,0.5390,4.207496280104E+01,3.564314636510E-01,1.165711559774E+01
3,0.5400,4.192510357237E+01,3.524983312611E-01,1.163552834663E+01
3,0.5410,4.178089784241E+01,3.491441805176E-01,1.161402090052E+01
3,0.5420,4.163714312531E+01,3.458024067141E-01,1.159259281767E+01
3,0.5430,4.149383669269E+01,3.424729414697E-01,1.157124365963E+01
3,0.5440,4.135097583381E+01,3.391557169064E-01,1.154997299114E+01
3,0.5450,4.120855785893E+01,3.358506656442E-01,1.152878038015E+01
3,0.5460,4.106658009425E+01,3.325577207969E-01,1.150766539776E+01
3,0.5470,4.092503988637E+01,3.292768159674E-01,1.148662761824E+01
3,0.5480,4.078393459802E+01,3.260078852430E-01,1.146566661894E+01
3,0.5490,4.064326161092E+01,3.227508631916E-01,1.144478198029E+01
3,0.5500,4.050301832482E+01,3.195056848567E-01,1.142397328578E+01
3,0.5510,4.036704298990E+01,3.164057036630E-01,1.140324012192E+01
3,0.5520,4.023148268182E+01,3.133169542852E-01,1.138258207822E+01
3,0.5530,4.009633493364E+01,3.102393757912E-01,1.136199874716E+01
3,0.5540,3.996159729576E+01,3.071729076889E-01,1.134148972415E+01
3,0.5550,3.982726733503E+01,3.041174899221E-01,1.132105460753E+01
3,0.5560,3.969334263481E+01,3.010730628667E-01,1.130069299852E+01
3,0.5570,3.955982079403E+01,2.980395673267E-01,1.128040450122E+01
3,0.5580,3.942669942817E+01,2.950169445307E-01,1.126018872254E+01
3,0.5590,3.929397616908E+01,2.920051361274E-01,1.124004527224E+01
3,0.5600,3.916164866292E+01,2.890040841827E-01,1.121997376282E+01
3,0.5610,3.903224394745E+01,2.866666896486E-01,1.119997380959E+01
3,0.5620,3.890322426288E+01,2.843376132444E-01,1.118004503057E+01
3,0.5630,3.877458735530E+01,2.820168106464E-01,1.116018704650E+01
3,0.5640,3.864633098474E+01,2.797042378447E-01,1.114039948081E+01
3,0.5650,3.851845292613E+01,2.773998511415E-01,1.112068195961E+01
3,0.5660,3.839095096964E+01,2.751036071475E-01,1.110103411162E+01
3,0.5670,3.826382291978E+01,2.728154627795E-01,1.108145556822E+01
3,0.5680,3.813706659543E+01,2.705353752579E-01,1.106194596334E+01
3,0.5690,3.801067982928E+01,2.682633021037E-01,1.104250493353E+01
3,0.5700,3.788466046886E+01,2.659992011361E-01,1.102313211786E+01
3,0.5710,3.776275584911E+01,2.637650381238E-01,1.100382715793E+01
3,0.5720,3.764120567655E+01,2.615386868703E-01,1.098458969787E+01
3,0.5730,3.752000791415E+01,2.593201064764E-01,1.096541938426E+01
3,0.5740,3.739916053795E+01,2.571092563277E-01,1.094631586617E+01
3,0.5750,3.727866153710E+01,2.549060960926E-01,1.092727879509E+01
3,0.5760,3.715850891416E+01,2.527105857194E-01,1.090830782496E+01
3,0.5770,3.703870068393E+01,2.505226854341E-01,1.088940261210E+01
3,0.5780,3.691923487478E+01,2.483423557381E-01,1.087056281519E+01
3,0.5790,3.680010952721E+01,2.461695574055E-01,1.085178809530E+01
3,0.5800,3.668132269481E+01,2.440042514809E-01,1.083307811583E+01
3,0.5810,3.656534357980E+01,2.420237559709E-01,1.081443254248E+01
3,0.5820,3.644969357356E+01,2.400500662874E-01,1.079585104326E+01
3,0.5830,3.633437081240E+01,2.380831474090E-01,1.077733328847E+01
3,0.5840,3.621937344689E+01,2.361229645541E-01,1.075887895065E+01
3,0.5850,3.610469963705E+01,2.341694831791E-01,1.074048770458E+01
3,0.5860,3.599034755539E+01,2.322226689760E-01,1.072215922727E+01
3,0.5870,3.587631538680E+01,2.302824878708E-01,1.070389319792E+01
3,0.5880,3.576260132652E+01,2.283489060209E-01,1.068568929792E+01
3,0.5890,3.564920358221E+01,2.264218898141E-01,1.066754721083E+01
3,0.5900,3.553612037193E+01,2.245014058655E-01,1.064946662234E+01
3,0.5910,3.542579381705E+01,2.229021118543E-01,1.063144722027E+01
3,0.5920,3.531577295984E+01,2.213082208635E-01,1.061348869456E+01
3,0.5930,3.520605609545E+01,2.197197055589E-01,1.059559073723E+01
3,0.5940,3.509664153189E+01,2.181365387908E-01,1.057775304239E+01
3,0.5950,3.498752758648E+01,2.165586935916E-01,1.055997530618E+01
3,0.5960,3.487871258756E+01,2.149861431749E-01,1.054225722681E+01
3,0.5970,3.477019487362E+01,2.134188609339E-01,1.052459850449E+01
3,0.5980,3.466197279358E+01,2.118568204394E-01,1.050699884144E+01
3,0.5990,3.455404470667E+01,2.102999954392E-01,1.048945794187E+01
3,0.6000,3.444640898257E+01,2.087483598555E-01,1.047197551197E+01
3,0.6010,3.434027291544E+01,2.068453875867E-01,1.045455125987E+01
3,0.6020,3.423442344701E+01,2.049487374849E-01,1.043718489565E+01
3,0.6030,3.412885899809E+01,2.030583780965E-01,1.041987613131E+01
3,0.6040,3.402357799916E+01,2.011742781763E-01,1.040262468076E+01
3,0.6050,3.391857888988E+01,1.992964066856E-01,1.038543025980E+01
3,0.6060,3.381386011971E+01,1.974247327905E-01,1.036829258610E+01
3,0.6070,3.370942014815E+01,1.955592258606E-01,1.035121137921E+01
3,0.6080,3.360525744313E+01,1.936998554665E-01,1.033418636049E+01
3,0.6090,3.350137048173E+01,1.918465913792E-01,1.031721725317E+01
3,0.6100,3.339775775124E+01,1.899994035676E-01,1.030030378226E+01
3,0.6110,3.329681077975E+01,1.885788551254E-01,1.028344567460E+01
3,0.6120,3.319613020415E+01,1.871629489983E-01,1.026664265879E+01
3,0.6130,3.309571457916E+01,1.857516624670E-01,1.024989446522E+01
3,0.6140,3.299556246889E+01,1.843449729604E-01,1.023320082603E+01
3,0.6150,3.289567244553E+01,1.829428580537E-01,1.021656147509E+01
3,0.6160,3.279604308904E+01,1.815452954681E-01,1.019997614802E+01
3,0.6170,3.269667298981E+01,1.801522630692E-01,1.018344458214E+01
3,0.6180,3.259756074539E+01,1.787637388658E-01,1.016696651647E+01
3,0.6190,3.249870496202E+01,1.773797010088E-01,1.015054169173E+01
3,0.6200,3.240010425407E+01,1.760001277900E-01,1.013416985029E+01
3,0.6210,3.230294187213E+01,1.747828361126E-01,1.011785073620E+01
3,0.6220,3.220602950876E+01,1.735694585564E-01,1.010158409514E+01
3,0.6230,3.210936582178E+01,1.723599762732E-01,1.008536967445E+01
3,0.6240,3.201294947780E+01,1.711543705359E-01,1.006920722304E+01
3,0.6250,3.191677915135E+01,1.699526227368E-01,1.005309649149E+01
3,0.6260,3.182085352410E+01,1.687547143877E-01,1.003703723192E+01
3,0.6270,3.172517128596E+01,1.675606271177E-01,1.002102919805E+01
3,0.6280,3.162973113470E+01,1.663703426735E-01,1.000507214519E+01
3,0.6290,3.153453177587E+01,1.651838429175E-01,9.989165830174E+00
3,0.6300,3.143957192107E+01,1.640011098274E-01,9.973310011396E+00
3,0.6310,3.134602360142E+01,1.627335037055E-01,9.957504448779E+00
3,0.6320,3.125271003378E+01,1.614699089954E-01,9.941748903765E+00
3,0.6330,3.115962997101E+01,1.602103066856E-01,9.926043139304E+00
3,0.6340,3.106678217479E+01,1.589546778847E-01,9.910386919842E+00
3,0.6350,3.097416541274E+01,1.577030038202E-01,9.894780011306E+00
3,0.6360,3.088177846065E+01,1.564552658376E-01,9.879222181100E+00
3,0.6370,3.078962010054E+01,1.552114453998E-01,9.863713198084E+00
3,0.6380,3.069768912195E+01,1.539715240855E-01,9.848252832570E+00
3,0.6390,3.060598432036E+01,1.527354835892E-01,9.832840856306E+00
3,0.6400,3.051450449978E+01,1.515033057194E-01,9.817477042468E+00
3,0.6410,3.042441099924E+01,1.502857547756E-01,9.802161165647E+00
3,0.6420,3.033453800914E+01,1.490719968254E-01,9.786893001837E+00
3,0.6430,3.024488437138E+01,1.478620141721E-01,9.771672328429E+00
3,0.6440,3.015544893405E+01,1.466557892289E-01,9.756498924192E+00
3,0.6450,3.006623055197E+01,1.454533045181E-01,9.741372569271E+00
3,0.6460,2.997722808579E+01,1.442545426701E-01,9.726293045170E+00
3,0.6470,2.988844040300E+01,1.430594864230E-01,9.711260134744E+00
3,0.6480,2.979986637810E+01,1.418681186210E-01,9.696273622191E+00
3,0.6490,2.971150489030E+01,1.406804222144E-01,9.681333293035E+00
3,0.6500,2.962335482666E+01,1.394963802583E-01,9.666438934122E+00
3,0.6510,2.953656733776E+01,1.383816067262E-01,9.651590333609E+00
3,0.6520,2.944998706726E+01,1.372702527448E-01,9.636787280950E+00
3,0.6530,2.936361293793E+01,1.361623026040E-01,9.622029566891E+00
3,0.6540,2.927744387749E+01,1.350577406900E-01,9.607316983455E+00
3,0.6550,2.919147882006E+01,1.339565514841E-01,9.592649323938E+00
3,0.6560,2.910571670658E+01,1.328587195624E-01,9.578026382896E+00
3,0.6570,2.902015648236E+01,1.317642295948E-01,9.563447956133E+00
3,0.6580,2.893479709985E+01,1.306730663444E-01,9.548913840698E+00
3,0.6590,2.884963751682E+01,1.295852146669E-01,9.534423834870E+00
3,0.6600,2.876467669616E+01,1.285006595096E-01,9.519977738151E+00
3,0.6610,2.868105607866E+01,1.275885851522E-01,9.505575351255E+00
3,0.6620,2.859763026454E+01,1.266792663065E-01,9.491216476102E+00
3,0.6630,2.851439825053E+01,1.257726905041E-01,9.476900915806E+00
3,0.6640,2.843135903980E+01,1.248688453517E-01,9.462628474668E+00
3,0.6650,2.834851163893E+01,1.239677185306E-01,9.448398958165E+00
3,0.6660,2.826585506287E+01,1.230692977960E-01,9.434212172942E+00
3,0.6670,2.818338832955E+01,1.221735709767E-01,9.420067926806E+00
3,0.6680,2.810111046220E+01,1.212805259742E-01,9.405966028712E+00
3,0.6690,2.801902049154E+01,1.203901507625E-01,9.391906288759E+00
3,0.6700,2.793711745119E+01,1.195024333871E-01,9.377888518178E+00
3,0.6710,2.785540038007E+01,1.185396414913E-01,9.363912529329E+00
3,0.6720,2.777386832452E+01,1.175797150475E-01,9.349978135684E+00
3,0.6730,2.769252033276E+01,1.166226412826E-01,9.336085151827E+00
3,0.6740,2.761135546101E+01,1.156684074991E-01,9.322233393442E+00
3,0.6750,2.753037276857E+01,1.147170010751E-01,9.308422677303E+00
3,0.6760,2.744957131994E+01,1.137684094629E-01,9.294652821272E+00
3,0.6770,2.736895018566E+01,1.128226201894E-01,9.280923644283E+00
3,0.6780,2.728850844007E+01,1.118796208547E-01,9.267234966342E+00
3,0.6790,2.720824516273E+01,1.109393991321E-01,9.253586608512E+00
3,0.6800,2.712815943779E+01,1.100019427676E-01,9.239978392911E+00
3,0.6810,2.704937472762E+01,1.091908734748E-01,9.226410142701E+00
3,0.6820,2.697076404681E+01,1.083821826843E-01,9.212881682082E+00
3,0.6830,2.689232651006E+01,1.075758599489E-01,9.199392836281E+00
3,0.6840,2.681406123594E+01,1.067718948823E-01,9.185943431549E+00
3,0.6850,2.673596734822E+01,1.059702771589E-01,9.172533295153E+00
3,0.6860,2.665804397548E+01,1.051709965134E-01,9.159162255364E+00
3,0.6870,2.658029024965E+01,1.043740427403E-01,9.145830141455E+00
3,0.6880,2.650270530869E+01,1.035794056933E-01,9.132536783691E+00
3,0.6890,2.642528829353E+01,1.027870752850E-01,9.119282013323E+00
3,0.6900,2.634803835013E+01,1.019970414865E-01,9.106065662579E+00
3,0.6910,2.627318664009E+01,1.012374822786E-01,9.092887564659E+00
3,0.6920,2.619849703583E+01,1.004801183286E-01,9.079747553728E+00
3,0.6930,2.612396872585E+01,9.972494013304E-02,9.066645464906E+00
3,0.6940,2.604960090466E+01,9.897193824355E-02,9.053581134265E+00
3,0.6950,2.597539276991E+01,9.822110326597E-02,9.040554398820E+00
3,0.6960,2.590134352286E+01,9.747242586017E-02,9.027565096522E+00
3,0.6970,2.582745236939E+01,9.672589673961E-02,9.014613066255E+00
3,0.6980,2.575371851938E+01,9.598150667096E-02,9.001698147822E+00
3,0.6990,2.568014118757E+01,9.523924647376E-02,8.988820181945E+00
3,0.7000,2.560671959134E+01,9.449910701998E-02,8.975979010257E+00
3,0.7010,2.553234501992E+01,9.394213535809E-02,8.963174475292E+00
3,0.7020,2.545812618024E+01,9.338675051004E-02,8.950406420484E+00
3,0.7030,2.538406228683E+01,9.283294570424E-02,8.937674690156E+00
3,0.7040,2.531015255826E+01,9.228071420755E-02,8.924979129516E+00
3,0.7050,2.523639621779E+01,9.173004932503E-02,8.912319584652E+00
3,0.7060,2.516279249180E+01,9.118094439968E-02,8.899695902521E+00
3,0.7070,2.508934061074E+01,9.063339281218E-02,8.887107930947E+00
3,0.7080,2.501603980845E+01,9.008738798057E-02,8.874555518615E+00
3,0.7090,2.494288932382E+01,8.954292336005E-02,8.862038515063E+00
3,0.7100,2.486988839796E+01,8.899999244268E-02,8.849556770675E+00
3,0.7110,2.479923720880E+01,8.849367208440E-02,8.837110136680E+00
3,0.7120,2.472873114903E+01,8.798877397431E-02,8.824698465140E+00
3,0.7130,2.465836950057E+01,8.748529212820E-02,8.812321608948E+00
3,0.7140,2.458815154690E+01,8.698322059539E-02,8.799979421820E+00
3,0.7150,2.451807657892E+01,8.648255345848E-02,8.787671758293E+00
3,0.7160,2.444814388691E+01,8.598328483312E-02,8.775398473715E+00
3,0.7170,2.437835276750E+01,8.548540886780E-02,8.763159424239E+00
3,0.7180,2.430870251790E+01,8.498891974362E-02,8.750954466824E+00
3,0.7190,2.423919244276E+01,8.449381167402E-02,8.738783459221E+00
3,0.7200,2.416982184653E+01,8.400007890461E-02,8.726646259972E+00
3,0.7210,2.410059003805E+01,8.329133361698E-02,8.714542728404E+00
3,0.7220,2.403149633102E+01,8.258455161270E-02,8.702472724625E+00
3,0.7230,2.396254003942E+01,8.187972474535E-02,8.690436109515E+00
3,0.7240,2.389372048414E+01,8.117684491356E-02,8.678432744723E+00
3,0.7250,2.382503698663E+01,8.047590406061E-02,8.666462492661E+00
3,0.7260,2.375648887209E+01,7.977689417419E-02,8.654525216501E+00
3,0.7270,2.368807547049E+01,7.907980728609E-02,8.642620780164E+00
3,0.7280,2.361979611237E+01,7.838463547186E-02,8.630749048324E+00
3,0.7290,2.355165013414E+01,7.769137085053E-02,8.618909886392E+00
3,0.7300,2.348363687400E+01,7.700000558433E-02,8.607103160520E+00
3,0.7310,2.341684214480E+01,7.639261726781E-02,8.595328737592E+00
3,0.7320,2.335017750582E+01,7.578688848221E-02,8.583586485218E+00
3,0.7330,2.328364231781E+01,7.518281243545E-02,8.571876271732E+00
3,0.7340,2.321723594571E+01,7.458038237247E-02,8.560197966185E+00
3,0.7350,2.315095775499E+01,7.397959157496E-02,8.548551438340E+00
3,0.7360,2.308480711697E+01,7.338043336115E-02,8.536936558668E+00
3,0.7370,2.301878340449E+01,7.278290108550E-02,8.525353198344E+00
3,0.7380,2.295288599352E+01,7.218698813851E-02,8.513801229241E+00
3,0.7390,2.288711426354E+01,7.159268794645E-02,8.502280523924E+00
3,0.7400,2.282146759523E+01,7.099999397113E-02,8.490790955648E+00
3,0.7410,2.275594537420E+01,7.044332579918E-02,8.479332398353E+00
3,0.7420,2.269054698815E+01,6.988815808052E-02,8.467904726657E+00
3,0.7430,2.262527182632E+01,6.933448475680E-02,8.456507815854E+00
3,0.7440,2.256011928335E+01,6.878229980222E-02,8.445141541908E+00
3,0.7450,2.249508875415E+01,6.823159722337E-02,8.433805781449E+00
3,0.7460,2.243017963816E+01,6.768237105893E-02,8.422500411769E+00
3,0.7470,2.236539133617E+01,6.713461537954E-02,8.411225310816E+00
3,0.7480,2.230072325398E+01,6.658832428753E-02,8.399980357192E+00
3,0.7490,2.223617479729E+01,6.604349191673E-02,8.388765430146E+00
3,0.7500,2.217174537531E+01,6.550011243224E-02,8.377580409573E+00
3,0.7510,2.210850843371E+01,6.489292191390E-02,8.366425176005E+00
3,0.7520,2.204538818999E+01,6.428734626396E-02,8.355299610611E+00
3,0.7530,2.198238407474E+01,6.368337904869E-02,8.344203595192E+00
3,0.7540,2.191949552112E+01,6.308101386846E-02,8.333137012175E+00
3,0.7550,2.185672196481E+01,6.248024435759E-02,8.322099744609E+00
3,0.7560,2.179406284431E+01,6.188106418404E-02,8.311091676163E+00
3,0.7570,2.173151759896E+01,6.128346704927E-02,8.300112691122E+00
3,0.7580,2.166908567361E+01,6.068744668793E-02,8.289162674379E+00
3,0.7590,2.160676651324E+01,6.009299686774E-02,8.278241511436E+00
3,0.7600,2.154455956607E+01,5.950011138917E-02,8.267349088394E+00
3,0.7610,2.148246428335E+01,5.904476839808E-02,8.256485291957E+00
3,0.7620,2.142048011761E+01,5.859062053295E-02,8.245650009422E+00
3,0.7630,2.135860652493E+01,5.813766309473E-02,8.234843128676E+00
3,0.7640,2.129684296301E+01,5.768589140896E-02,8.224064538193E+00
3,0.7650,2.123518889260E+01,5.723530082564E-02,8.213314127032E+00
3,0.7660,2.117364377673E+01,5.678588671903E-02,8.202591784830E+00
3,0.7670,2.111220707984E+01,5.633764448755E-02,8.191897401799E+00
3,0.7680,2.105087827032E+01,5.589056955354E-02,8.181230868723E+00
3,0.7690,2.098965681735E+01,5.544465736318E-02,8.170592076957E+00
3,0.7700,2.092854219354E+01,5.499990338630E-02,8.159980918415E+00
3,0.7710,2.086859690246E+01,5.464586499241E-02,8.149397285577E+00
3,0.7720,2.080875636524E+01,5.429274379642E-02,8.138841071476E+00
3,0.7730,2.074902007357E+01,5.394053623872E-02,8.128312169702E+00
3,0.7740,2.068938752063E+01,5.358923877807E-02,8.117810474392E+00
3,0.7750,2.062985820258E+01,5.323884789151E-02,8.107335880232E+00
3,0.7760,2.057043161694E+01,5.288936007425E-02,8.096888282448E+00
3,0.7770,2.051110726432E+01,5.254077183952E-02,8.086467576808E+00
3,0.7780,2.045188464673E+01,5.219307971851E-02,8.076073659614E+00
3,0.7790,2.039276326876E+01,5.184628026020E-02,8.065706427702E+00
3,0.7800,2.033374263674E+01,5.150037003127E-02,8.055365778435E+00
3,0.7810,2.027482225981E+01,5.098446871980E-02,8.045051609705E+00
3,0.7820,2.021600164904E+01,5.046988684902E-02,8.034763819923E+00
3,0.7830,2.015728031794E+01,4.995661936360E-02,8.024502308020E+00
3,0.7840,2.009865777988E+01,4.944466123402E-02,8.014266973443E+00
3,0.7850,2.004013355458E+01,4.893400745635E-02,8.004057716152E+00
3,0.7860,1.998170715968E+01,4.842465305217E-02,7.993874436615E+00
3,0.7870,1.992337811724E+01,4.791659306833E-02,7.983717035806E+00
3,0.7880,1.986514595088E+01,4.740982257684E-02,7.973585415203E+00
3,0.7890,1.980701018501E+01,4.690433667467E-02,7.963479476780E+00
3,0.7900,1.974897034850E+01,4.640013048365E-02,7.953399123012E+00
3,0.7910,1.969102597079E+01,4.600570523281E-02,7.943344256864E+00
3,0.7920,1.963317658275E+01,4.561227600532E-02,7.933314781792E+00
3,0.7930,1.957542171827E+01,4.521983903314E-02,7.923310601740E+00
3,0.7940,1.951776091377E+01,4.482839056719E-02,7.913331621133E+00
3,0.7950,1.946019370543E+01,4.443792687725E-02,7.903377744880E+00
3,0.7960,1.940271963381E+01,4.404844425186E-02,7.893448878366E+00
3,0.7970,1.934533823988E+01,4.365993899817E-02,7.883544927452E+00
3,0.7980,1.928804906705E+01,4.327240744187E-02,7.873665798471E+00
3,0.7990,1.923085166155E+01,4.288584592700E-02,7.863811398222E+00
3,0.8000,1.917374556877E+01,4.250025081593E-02,7.853981633974E+00
3,0.8010,1.911777945362E+01,4.212103097087E-02,7.844176413458E+00
3,0.8020,1.906190293020E+01,4.174275681122E-02,7.834395644862E+00
3,0.8030,1.900611556363E+01,4.136542480389E-02,7.824639236836E+00
3,0.8040,1.895041691805E+01,4.098903143340E-02,7.814907098482E+00
3,0.8050,1.889480656311E+01,4.061357320171E-02,7.805199139354E+00
3,0.8060,1.883928406878E+01,4.023904662817E-02,7.795515269454E+00
3,0.8070,1.878384900560E+01,3.986544824936E-02,7.785855399231E+00
3,0.8080,1.872850094752E+01,3.949277461901E-02,7.776219439579E+00
3,0.8090,1.867323947009E+01,3.912102230790E-02,7.766607301829E+00
3,0.8100,1.861806414986E+01,3.875018790372E-02,7.757018897753E+00
3,0.8110,1.856297456584E+01,3.840637693148E-02,7.747454139556E+00
3,0.8120,1.850797029915E+01,3.806341278429E-02,7.737912939876E+00
3,0.8130,1.845305093173E+01,3.772129233734E-02,7.728395211783E+00
3,0.8140,1.839821604792E+01,3.738001248116E-02,7.718900868771E+00
3,0.8150,1.834346523393E+01,3.703957012157E-02,7.709429824760E+00
3,0.8160,1.828879807729E+01,3.669996217952E-02,7.699981994093E+00
3,0.8170,1.823421416731E+01,3.636118559107E-02,7.690557291529E+00
3,0.8180,1.817971309563E+01,3.602323730723E-02,7.681155632249E+00
3,0.8190,1.812529445487E+01,3.568611429393E-02,7.671776931843E+00
3,0.8200,1.807095784052E+01,3.534981353188E-02,7.662421106317E+00
3,0.8210,1.801670284784E+01,3.504655151729E-02,7.653088072082E+00
3,0.8220,1.796252907511E+01,3.474402736649E-02,7.643777745961E+00
3,0.8230,1.790843612315E+01,3.444223838981E-02,7.634490045176E+00
3,0.8240,1.785442359297E+01,3.414118191064E-02,7.625224887354E+00
3,0.8250,1.780049108814E+01,3.384085526536E-02,7.615982190521E+00
3,0.8260,1.774663821262E+01,3.354125580324E-02,7.606761873099E+00
3,0.8270,1.769286457429E+01,3.324238088638E-02,7.597563853905E+00
3,0.8280,1.763916978094E+01,3.294422788960E-02,7.588388052149E+00
3,0.8290,1.758555344256E+01,3.264679420042E-02,7.579234387430E+00
3,0.8300,1.753201517146E+01,3.235007721892E-02,7.570102779734E+00
3,0.8310,1.747855458007E+01,3.206201340052E-02,7.560993149434E+00
3,0.8320,1.742517128421E+01,3.177464204322E-02,7.551905417283E+00
3,0.8330,1.737186490082E+01,3.148796065316E-02,7.542839504417E+00
3,0.8340,1.731863504689E+01,3.120196674846E-02,7.533795332350E+00
3,0.8350,1.726548134307E+01,3.091665785909E-02,7.524772822970E+00
3,0.8360,1.721240341251E+01,3.063203152688E-02,7.515771898540E+00
3,0.8370,1.715940087614E+01,3.034808530538E-02,7.506792481696E+00
3,0.8380,1.710647336066E+01,3.006481675982E-02,7.497834495441E+00
3,0.8390,1.705362049244E+01,2.978222346705E-02,7.488897863146E+00
